"","1st_network","Region","cluster","Hub_consensus","freq"
"1276","Visual_1","Thalamus_R_1","56","Connector",0.571417142857143
"1277","Visual_1","Thalamus_R_1","56","Isolate",1e-05
"1278","Visual_1","Thalamus_R_1","56","Peripheral",1e-05
"1279","Visual_1","Thalamus_R_1","56","Provincial",0.142854285714286
"1280","Visual_1","Thalamus_R_1","56","Satellite",0.285708571428571
"1281","Visual_1","Thalamus_R_2","23","Connector",1e-05
"1282","Visual_1","Thalamus_R_2","23","Isolate",1e-05
"1283","Visual_1","Thalamus_R_2","23","Peripheral",0.799976
"1284","Visual_1","Thalamus_R_2","23","Provincial",1e-05
"1285","Visual_1","Thalamus_R_2","23","Satellite",0.199994
"1286","Visual_1","Thalamus_R_2","56","Connector",1e-05
"1287","Visual_1","Thalamus_R_2","56","Isolate",1e-05
"1288","Visual_1","Thalamus_R_2","56","Peripheral",0.428558571428571
"1289","Visual_1","Thalamus_R_2","56","Provincial",1e-05
"1290","Visual_1","Thalamus_R_2","56","Satellite",0.571411428571429
"1291","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Connector",1e-05
"1292","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Isolate",1e-05
"1293","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Peripheral",0.799976
"1294","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Provincial",1e-05
"1295","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Satellite",0.199994
"1296","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Connector",0.099998
"1297","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Isolate",1e-05
"1298","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Peripheral",0.599988
"1299","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Provincial",1e-05
"1300","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Satellite",0.299994
"1301","Visual_1","Vermis_6","23","Connector",0.181814545454545
"1302","Visual_1","Vermis_6","23","Isolate",1e-05
"1303","Visual_1","Vermis_6","23","Peripheral",0.454536363636364
"1304","Visual_1","Vermis_6","23","Provincial",1e-05
"1305","Visual_1","Vermis_6","23","Satellite",0.363629090909091
"1306","Visual_1","Vermis_6","56","Connector",1e-05
"1307","Visual_1","Vermis_6","56","Isolate",1e-05
"1308","Visual_1","Vermis_6","56","Peripheral",0.7499775
"1309","Visual_1","Vermis_6","56","Provincial",1e-05
"1310","Visual_1","Vermis_6","56","Satellite",0.2499925
